年均温,年降水,蒸散量,母岩,DEM,地形部位,NDVI,LAI,植被类型,土地利用,pH,TDLY,coordinates
23.702833,1062.3329,-0.002285037,1,1588,3,0.47628385,1.0039068694968167,8,4,6.36,845.64,(33532407.068 2762411.1350999996)
24.222326,1121.1064,-0.00236625,1,2099,3,0.36136055,0.5595553639089114,13,2,8.15,711.99,(33498197.5304 2793310.303200001)
21.691605,1101.638,-0.0023019756,1,2030,3,0.3475494,0.6604111088238921,18,3,4.71,181.03,(33529842.740000002 2751782.1663000006)
22.715998,1049.7968,-0.0022610659,1,1731,3,0.48905852,1.110448756827952,18,2,6.13,829.85,(33520896.4571 2763116.3399)
22.338436,1071.746,-0.0022796127,1,1997,3,0.4657133,0.9831519917946197,13,2,5.44,681.62,(33520906.4682 2759281.7940999996)
25.397598,1101.6263,-0.0023876494,5,1148,3,0.42502603,0.912623769147388,8,2,8.45,1300.05,(33493443.0172 2787723.0461999997)
24.285795,1086.7296,-0.0023262852,5,1390,2,0.3652424,0.5563215452434819,18,2,7.08,1263.60,(33499570.4088 2769541.612400001)
23.36556,1213.7281,-0.002422999,4,694,3,0.5808156,1.2293559251191744,18,4,6.36,85.05,(33483822.4412 2776098.6348)
22.53136,1019.8177,-0.0022197652,4,1688,3,0.5055728,1.162753216589302,1,2,6.61,191.97,(33515497.7947 2776241.4498999994)
18.789753,1050.1144,-0.0022979158,1,2254,3,0.5087956,0.7968663567914461,8,2,6.80,181.03,(33534646.380400002 2787842.5022)
25.938545,1109.266,-0.0023850508,5,1139,3,0.37721208,0.7500097188374321,8,2,7.26,1640.25,(33494178.7999 2791030.653999999)
22.859327,1056.9066,-0.0022747098,1,1852,3,0.32918096,0.6165497524580675,18,2,7.55,554.04,(33521914.0781 2761683.0777000003)
24.683546,1126.7888,-0.0023825448,1,880,3,0.4026042,0.6353556668255964,19,2,6.21,551.61,(33489976.3023 2762578.3998000007)
23.01833,1115.9591,-0.002361011,1,1929,3,0.5334486,1.0253622871715085,8,2,8.42,445.90,(33499586.8649 2790756.3006999996)
23.401182,1071.9596,-0.0023028944,2,1692,3,0.5179617,1.024012676267021,18,2,5.30,416.75,(33526359.927699998 2759456.2161999997)
22.76936,1083.1559,-0.0023002191,1,1712,3,0.40375483,0.6560182850696414,1,2,8.36,78.98,(33529761.6044 2756663.192500001)
22.10783,1085.492,-0.0023389198,1,1584,3,0.36987996,0.7356670386768588,18,2,8.45,27.95,(33500010.4199 2781212.655099999)
24.272228,1085.5178,-0.0023226952,4,1371,3,0.45996842,0.8754842737340724,18,2,7.09,1251.45,(33500575.6283 2768195.1772000007)
23.157469,1124.2865,-0.002359203,1,2392,5,0.38928255,0.6896743332051436,8,2,6.27,341.42,(33500108.101800002 2795318.4343999997)
23.864416,1059.6973,-0.0022744986,1,1957,3,0.3508889,0.5921199406786684,8,2,5.84,458.06,(33530727.0027 2766587.7010999992)
22.937344,1081.0886,-0.002345257,1,1441,1,0.32137272,0.6533520642364735,18,2,6.83,120.28,(33498753.9164 2778742.7819999997)
22.580479,1081.5104,-0.0022982168,5,1705,1,0.39000466,0.6536816397586148,1,2,5.55,475.06,(33534020.4549 2756386.2139999997)
24.351076,1081.786,-0.0023198777,5,1390,3,0.4169499,0.7709359497320449,8,2,5.11,1846.80,(33500547.1068 2769708.0841000006)
23.532333,1206.2268,-0.0024128198,5,886,3,0.4438328,0.9304282509082488,8,2,5.65,2138.40,(33483276.0814 2794012.0007000007)
22.988451,1082.7274,-0.0022998461,1,1786,3,0.33720216,0.5955007939724534,1,2,4.42,116.64,(33527542.6648 2757512.624399999)
23.887722,1077.1033,-0.0023053037,2,1505,2,0.3343489,0.5941184194005016,13,2,7.78,43.74,(33502111.8008 2773883.5689000003)
22.30365,1048.6793,-0.0022256495,6,1808,3,0.42149323,0.8275849756440353,1,2,8.19,61.97,(33515354.281 2766737.7127)
23.522898,1129.2406,-0.0023598892,5,2080,3,0.4871202,0.6608160197067461,8,2,7.85,1110.51,(33499913.9333 2799650.478)
23.474272,1029.2593,-0.0022370727,4,1648,4,0.37847954,0.7814584794464682,18,2,4.83,291.60,(33523714.4041 2768593.715)
22.531166,1085.991,-0.0022802702,2,1985,3,0.37627605,0.7308344691322448,13,2,5.12,168.88,(33509178.9345 2764752.0645000003)
25.738731,1135.1602,-0.0023784286,5,1400,2,0.2984259,0.4900871203748851,18,2,5.90,1858.95,(33493194.1786 2796863.9672)
23.903063,1134.0829,-0.002343328,1,1550,3,0.41989985,0.8652769555243551,12,2,7.72,467.78,(33497986.6547 2756867.4103999995)
23.310808,1005.10126,-0.002215838,4,1721,1,0.38117364,0.6995626851940221,18,2,4.93,179.82,(33522146.4326 2772114.445800001)
24.895384,1122.1777,-0.0023696835,1,1885,3,0.38354537,0.48890618859658563,13,2,8.37,714.42,(33497321.5938 2794017.341499999)
21.03893,1116.8398,-0.0023516854,1,2378,3,0.35434008,0.5244189451365788,18,2,5.88,411.88,(33503293.4107 2793497.533399999)
23.5248,1066.6434,-0.0022992808,1,1683,3,0.3315348,0.5408783500238296,1,2,8.23,130.00,(33527411.2599 2760253.443600001)
23.052652,1079.5608,-0.002300334,1,1823,4,0.3788729,0.6514333816804583,1,2,8.61,23.09,(33525536.1065 2758098.058700001)
23.543354,1065.4359,-0.0022884144,1,1614,3,0.33182645,0.6204129538463609,1,2,4.91,215.06,(33532426.8609 2761087.0626999997)
23.580153,1063.9219,-0.002298367,1,1706,2,0.3459059,0.6496353318306448,18,2,5.11,264.87,(33527367.8332 2760674.8496000003)
23.975325,1185.5829,-0.0023890203,2,1035,3,0.41522178,0.7218385430365563,15,2,4.90,174.96,(33486856.614 2797878.034)
23.977753,1149.8107,-0.0023627998,1,1622,3,0.36684975,0.5112429898228888,18,2,8.86,138.51,(33492915.3638 2802767.7507000007)
24.01539,1077.0972,-0.0023256065,6,1390,1,0.29446676,0.44245934945094156,8,2,8.24,61.97,(33499436.481200002 2773258.660599999)
24.54175,1117.4017,-0.0023930138,5,1056,3,0.48831537,0.7405719181885294,8,2,8.24,387.58,(33492598.4866 2778939.0533000007)
20.215189,1215.3711,-0.0023884687,5,1253,3,0.54039854,1.071970752425151,8,2,6.56,2332.80,(33483341.8825 2800636.8092)
20.230778,1045.9414,-0.0023000825,1,2027,4,0.481953,0.9399123871074508,18,2,5.64,223.56,(33523964.4289 2797818.0975)
26.012571,1126.6387,-0.002379575,2,1344,3,0.2943447,0.5197045413565708,8,2,4.88,199.26,(33494544.4925 2795402.4848999996)
24.924923,1098.8767,-0.0023888212,2,1115,3,0.38421798,0.7310758688644464,13,2,6.27,275.81,(33493663.9205 2785869.4214999992)
24.324015,1133.6274,-0.0023437315,1,1908,3,0.3105882,0.5952053626778501,12,2,5.30,364.50,(33496411.2888 2754554.7784)
23.826372,1189.3784,-0.0023924788,5,1019,2,0.51951855,0.9657467973542301,8,4,8.64,161.59,(33486075.3632 2797422.7479999997)
20.104713,1045.2234,-0.0023016515,1,1918,4,0.452683,0.9013583394335893,18,2,5.96,575.91,(33523035.958499998 2797948.0746)
23.702303,1198.7335,-0.0024062826,1,740,3,0.4729157,0.8579079525425961,15,2,7.42,784.89,(33486212.9817 2768846.5590000004)
21.05907,1034.4856,-0.0022965216,2,1798,3,0.45274174,0.8675580823718511,18,2,7.22,445.90,(33531377.059100002 2800886.8523999993)
23.221645,1013.2297,-0.0022188,4,1669,3,0.3576297,0.7728947850882948,18,2,4.63,125.15,(33521553.848 2770257.6577000003)
23.968735,1195.0103,-0.0024005712,5,1072,3,0.51578355,0.8405146407227718,16,4,8.48,1210.14,(33487392.4422 2768946.0526)
20.885239,1123.358,-0.0023464551,1,2587,3,0.38912597,0.7726319262602136,8,2,5.45,121.50,(33505792.2101 2798722.6154999994)
23.402388,1027.1279,-0.0022320629,4,1649,4,0.4667931,1.0462848077593658,18,2,6.19,494.51,(33522980.8106 2768283.7718)
23.171568,1215.2468,-0.0024284162,2,1011,3,0.48175085,1.1054103394683628,9,2,5.15,171.31,(33482909.868 2765233.061899999)
25.459038,1165.2673,-0.002389924,1,1421,3,0.38126597,0.6835367176219118,19,2,5.79,2721.60,(33489175.8799 2796414.0832)
22.952042,1224.7017,-0.002430875,2,1302,3,0.5090372,1.180091976384966,9,2,6.55,460.49,(33482393.1794 2765225.1382)
22.978687,1075.0679,-0.0022938584,1,1640,3,0.32441506,0.5678308129392575,1,2,4.86,134.87,(33533442.033 2758009.2279000003)
24.872793,1130.7437,-0.002367544,1,1756,3,0.38881123,0.6733455079912964,8,2,6.08,228.42,(33496729.6556 2797670.4453)
22.375286,1084.5994,-0.002295503,6,1975,4,0.41557673,0.8059749117633119,1,2,8.22,53.46,(33522969.0231 2756238.2686)
21.662346,1096.7161,-0.002304394,1,1970,3,0.4536061,0.565907815467344,18,2,7.05,390.01,(33534403.362999998 2753011.9626)
21.589594,1084.7726,-0.0023290443,1,1816,1,0.35379386,0.6484260236863577,18,2,4.82,92.34,(33501270.3591 2781550.2086999994)
19.661238,1050.6029,-0.0022897052,2,2163,3,0.54002297,0.9267866943608558,14,2,5.14,71.69,(33514605.6132 2788092.9837999996)
24.410679,1142.5162,-0.0023585104,2,1630,2,0.3383691,0.5961504276566678,18,2,5.42,2199.15,(33494802.7575 2801969.408)
24.226156,1203.1494,-0.0024159567,2,1107,3,0.4877944,0.947187453056395,15,2,8.25,815.26,(33485775.6999 2776328.9725)
21.974617,1058.2643,-0.0022395547,1,1972,2,0.4009551,0.6848391898132405,13,2,8.51,65.61,(33515761.794 2764509.721999999)
21.84608,1097.2582,-0.002298384,1,2001,5,0.45553103,0.9412914638113492,1,2,5.07,138.51,(33527680.2923 2751952.2994)
22.349953,1084.2458,-0.0022950058,6,1996,3,0.4509142,0.8562673502486098,13,2,5.04,251.50,(33522691.709200002 2756343.226399999)
24.42887,1121.434,-0.00236735,1,2078,3,0.33344927,0.5353142635815809,13,2,7.10,707.13,(33497887.0595 2793481.8158)
24.95644,1159.7736,-0.002380121,1,1601,3,0.30914792,0.5080418885707355,18,2,7.98,448.33,(33490205.6171 2798426.4466999993)
18.747726,1069.8171,-0.0023176644,2,2184,4,0.5880177,1.3066771224953249,14,2,5.08,87.48,(33516409.5365 2797241.3498)
24.988476,1176.9537,-0.0023912715,1,1472,2,0.28982222,0.5120209550510062,19,2,5.89,145.80,(33487986.7753 2796766.6437)
21.14857,1102.775,-0.0023323507,2,1800,4,0.3613982,0.6891581028241295,18,2,5.51,219.92,(33501683.3642 2784944.2213000003)
22.37733,1088.7408,-0.0023000725,1,1830,1,0.3316728,0.6784501050821419,1,2,8.47,41.31,(33528812.7265 2754792.318)
23.573492,1047.0634,-0.0022756252,1,1654,4,0.3720621,0.6918243047962971,13,2,6.02,1360.80,(33525108.3044 2763444.846999999)
24.356081,1138.1661,-0.0023595414,1,1707,3,0.32241425,0.3465059410594619,8,2,8.17,40.09,(33496153.733400002 2801627.512599999)
26.07169,1165.1293,-0.00240924,5,1273,3,0.4354469,0.9196458413415333,19,2,6.61,1506.60,(33486690.8688 2789866.9224999994)
22.918997,1038.8323,-0.0022701775,1,1970,5,0.3307559,0.56657587176143,13,2,6.77,269.12,(33530932.1796 2773831.3736000005)
20.548872,1213.1322,-0.0023869707,5,1200,3,0.51871955,1.1401412361594125,8,2,5.34,1640.25,(33483486.3921 2800257.0874000005)
22.19733,1073.72,-0.0022517247,1,1989,3,0.38243338,0.7842436296101248,1,2,7.80,162.81,(33512050.7413 2765102.7119999994)
23.434868,1067.5504,-0.0022882253,1,1672,1,0.36672834,0.6791627840109367,1,2,8.08,1049.76,(33533613.6925 2760381.1511000004)
21.905874,1095.6163,-0.0022990378,1,1960,4,0.46895868,1.013693887190597,1,2,4.76,95.98,(33528074.869400002 2752386.5875000004)
22.674936,1111.0338,-0.0023549658,1,2100,5,0.36091328,0.6528080845466692,8,2,7.58,320.76,(33499312.0583 2787867.2720999997)
21.66223,1038.1011,-0.002285033,1,1864,5,0.4799521,0.8848118373755854,13,2,4.85,402.17,(33533908.3378 2776410.1400000006)
20.39438,1026.6117,-0.0022798725,5,1864,3,0.4695152,0.727828749173284,1,2,6.45,1010.88,(33526219.8338 2790359.014799999)
23.695232,1039.5116,-0.0022395847,1,1758,3,0.39262977,0.6905913462472039,18,2,5.48,348.71,(33526506.9532 2770371.789999999)
26.213861,1118.9608,-0.002384333,2,1474,3,0.2628919,0.4069993802125651,8,2,5.54,609.93,(33495089.322300002 2793393.6756999996)
24.001629,1118.056,-0.0023654723,1,2005,3,0.44189906,0.8084707495272632,8,2,8.21,775.17,(33498296.5925 2791607.973099999)
18.868128,1231.0087,-0.0023889018,1,1407,2,0.55802804,1.2040659356489443,8,3,4.78,63.18,(33482284.9908 2801808.5365999993)
22.72315,1050.1401,-0.0022618822,1,1732,3,0.47253054,0.9903574645454658,18,2,5.61,368.14,(33520959.9008 2763024.177100001)
24.43086,1125.4192,-0.002357812,2,1375,4,0.40718907,0.7018237380750335,1,2,7.91,202.91,(33494201.476099998 2766413.8564999998)
25.19378,1121.7526,-0.0023718697,2,1794,3,0.45590606,0.7857610518865773,8,2,8.58,1215.00,(33496835.418700002 2793930.753799999)
21.737762,1119.1102,-0.0023540994,1,2313,5,0.49255547,0.7856232922639766,8,2,6.90,342.63,(33502244.39 2793975.3200000003)
23.749891,1202.3236,-0.0024044323,5,1311,4,0.3872987,0.666593916314663,16,3,8.13,1227.15,(33487011.5713 2771002.8610999994)
23.254347,1128.0867,-0.0023563886,5,2179,3,0.48162484,0.8648283732498734,8,2,6.06,2101.95,(33500570.5295 2799611.4042000007)
24.741806,1202.822,-0.0024240306,4,840,2,0.46676627,1.0590534945517533,18,10,6.81,1074.06,(33484314.8213 2779460.886499999)
24.335796,1078.8883,-0.002312171,5,1453,1,0.35749015,0.6703288024517886,18,2,7.84,2587.95,(33501502.9747 2769412.6520000007)
18.793114,1037.9745,-0.0023018534,1,1954,3,0.38198322,0.6326160654516761,8,2,5.91,289.17,(33534590.7434 2791313.057600001)
24.452536,1078.6829,-0.00230473,1,1561,3,0.3583687,0.6376424404538171,13,2,5.37,167.67,(33502448.4045 2771409.819700001)
20.202187,1106.49,-0.002335409,1,2453,3,0.4602264,0.6755750254778552,8,2,5.94,229.63,(33504794.2784 2790434.8291999996)
23.459251,1017.83105,-0.0022230814,4,1682,1,0.35607603,0.6974698955413509,18,2,4.90,392.44,(33523267.4813 2770645.409499999)
25.787846,1105.6718,-0.0023965754,5,955,3,0.39802432,0.5431881689074725,8,2,8.86,685.26,(33491731.9586 2786715.6750000007)
23.307922,1048.7959,-0.00227659,1,1934,4,0.3975059,0.7790491973635651,8,2,5.58,383.33,(33532603.5243 2771935.1439999994)
20.904942,1091.6611,-0.0023244983,7,1864,3,0.3755221,0.6845646404196181,18,2,6.08,201.69,(33502318.454 2783064.2731)
23.686344,1041.4099,-0.002246657,1,1724,5,0.3401569,0.5936310451296529,18,2,4.89,312.25,(33525936.2262 2768790.8659000006)
21.11723,1030.0382,-0.0022654184,5,1900,3,0.32765007,0.6165910596200537,18,2,8.32,861.43,(33528073.317900002 2784637.346000001)
22.889513,1070.9634,-0.0022238267,7,1956,4,0.509514,0.9012359407748163,1,2,4.59,70.47,(33511752.1003 2771174.6976999994)
20.752884,1033.2188,-0.0022696801,5,1911,2,0.52079767,0.9059110344337705,1,2,8.03,1040.04,(33528310.0228 2785830.2985999994)
21.697346,1032.2878,-0.0022769822,7,1914,2,0.3441235,0.6393318644477036,13,2,5.52,284.31,(33531570.5882 2777606.1680999994)
21.647606,1105.6318,-0.002291984,1,2110,3,0.4531806,0.857765302830999,13,2,6.99,74.11,(33526591.6527 2750480.592599999)
22.399446,1030.6498,-0.0022662608,1,2059,4,0.29084942,0.46263774806796787,13,2,5.65,170.10,(33530098.7522 2776515.6334000006)
25.92649,1173.8527,-0.0024027885,5,1338,2,0.37815762,0.6352799190704402,19,2,7.01,1397.25,(33487244.5865 2793995.574100001)
21.590202,1009.1356,-0.0022602798,4,1711,3,0.42212236,0.8591400037361399,18,2,5.02,224.78,(33524956.3622 2785581.1186999995)
21.342863,1070.416,-0.002259489,2,2094,3,0.49420133,1.1090526878816092,18,2,5.36,125.15,(33513446.7997 2761463.3160999995)
24.51632,1081.1862,-0.0022955018,7,1590,2,0.34293288,0.6837620322377219,13,2,5.60,318.33,(33503231.190899998 2770701.8248999994)
20.961622,1223.692,-0.0023996453,5,1260,2,0.54215956,1.1838508857560077,8,2,5.70,2193.08,(33482008.479199998 2796810.1481)
22.42148,1256.9558,-0.0024330749,2,1482,3,0.65852326,1.5632115495124528,6,2,6.32,386.37,(33481197.7631 2783257.2303)
20.767565,1197.7058,-0.0023716243,5,1014,3,0.513779,1.0377143420259207,8,2,6.62,159.17,(33485450.4697 2802640.2611)
26.44925,1147.7104,-0.002398604,1,1074,4,0.44346493,0.8235972311482523,19,2,8.34,628.15,(33489509.1544 2793007.0341999996)
24.472933,1124.3323,-0.0023587998,3,1556,3,0.46638206,0.932364302655121,19,2,7.20,460.49,(33493814.990000002 2764944.8358999994)
23.490177,1048.9039,-0.0022774034,1,1723,2,0.36215162,0.682194137424111,13,2,7.65,388.80,(33524531.7213 2762904.3356)
22.121958,1069.8304,-0.0022510248,1,2038,3,0.4164441,0.73652073136615,1,2,7.07,314.69,(33512753.5042 2764950.286800001)
24.514885,1084.5148,-0.0022909131,7,1622,4,0.34962004,0.6099237080197364,13,2,5.53,130.00,(33503809.7322 2772095.5582)
20.49663,1107.498,-0.0023376937,1,2369,3,0.36055744,0.5764738736192899,8,2,5.38,212.62,(33504048.8153 2790221.5264999997)
24.282015,1210.8877,-0.0024248976,4,904,2,0.42166612,0.9301588518233072,8,2,4.71,98.42,(33483564.4406 2779571.435900001)
24.03999,1094.5209,-0.0023576058,3,1262,3,0.31025428,0.4679805240264581,8,2,8.51,61.97,(33496103.618 2774655.3168)
22.772747,1064.0431,-0.0022166925,1,2013,3,0.3944731,0.7807122425092505,1,2,7.56,94.77,(33512471.9314 2770625.6864)
25.033466,1150.5905,-0.0024002097,1,1535,3,0.3929935,0.6267001318645214,1,2,8.36,154.31,(33490249.9947 2778178.433599999)
23.76764,1126.8293,-0.0023640427,1,2167,4,0.37040535,0.41269556038234084,8,2,8.34,992.65,(33499202.9813 2796331.1012999993)
22.70692,1006.37646,-0.002207608,4,1666,3,0.47328073,1.080878117588527,18,2,6.60,185.90,(33517284.3524 2774608.7984999996)
24.490997,1092.0612,-0.00227985,2,1897,3,0.3645117,0.6557821521242493,13,2,6.08,246.64,(33505267.3568 2770379.4025999997)
21.624186,1193.738,-0.0023780905,5,894,3,0.5008879,1.1189594663265945,8,1,6.72,1907.55,(33485760.5872 2801277.7652000003)
22.20462,1084.0157,-0.0022925176,1,1991,3,0.40871632,0.7377467357925896,13,2,7.99,49.81,(33522364.7289 2755724.9496999998)
24.653511,1132.7991,-0.0023641295,1,1759,4,0.4047295,0.660783358430472,8,2,6.65,130.00,(33496813.9729 2798906.7675)
22.73632,1124.7029,-0.0023622378,1,1882,3,0.44351095,0.839439645725585,1,2,8.36,345.06,(33502533.528300002 2753948.430299999)
21.522614,1092.0829,-0.002335314,1,1701,3,0.35765782,0.7914402322399804,18,2,4.46,77.76,(33501001.2045 2782798.9903999995)
21.509476,1227.7859,-0.002406637,1,1244,3,0.5244142,1.2161472991420472,8,2,5.40,404.60,(33481786.220399998 2794870.318600001)
19.492924,1041.935,-0.0022921977,1,2232,3,0.6012121,1.3379162669208762,1,2,7.22,769.10,(33531386.3922 2793379.4804999996)
22.007362,1121.4592,-0.002346911,7,1909,3,0.41774264,0.47214036638257884,8,2,6.13,194.40,(33504623.6382 2802899.4595999997)
22.080667,1064.516,-0.0022435733,6,2024,4,0.37436515,0.7405844061061801,1,2,6.51,174.96,(33513762.5735 2765135.3466)
24.594355,1092.0582,-0.0022745987,2,2059,3,0.460461,0.4553013274395694,13,2,7.86,287.96,(33505175.4379 2772031.908399999)
21.000708,1108.8381,-0.0023408956,1,2439,4,0.34475124,0.6569408887454786,8,10,5.61,115.42,(33502852.4523 2789622.4769)
23.314447,1046.8416,-0.0022742387,4,1687,4,0.43336177,0.8726972231882624,13,1,8.17,840.78,(33523543.5803 2763064.5160000008)
24.407082,1120.8749,-0.002339331,1,940,3,0.44560096,0.7187707168091936,16,2,8.78,200.47,(33494228.6881 2762084.6054999996)
19.962158,1045.8517,-0.002293299,1,2410,4,0.5334664,0.8719769021260746,8,2,7.11,792.18,(33530287.4694 2795693.7708)
23.251286,1044.519,-0.0022698902,1,1960,3,0.29082465,0.5036720868069321,13,2,4.69,98.42,(33530940.326899998 2772560.6314000003)
23.495747,1038.8093,-0.002255091,2,1628,4,0.44257823,0.9917052768398806,18,2,5.47,980.50,(33524333.7156 2765988.8441000003)
24.414803,1077.697,-0.0023105927,1,1502,2,0.30415112,0.5026229890029728,8,2,8.22,23.09,(33501646.964 2770792.6456000004)
24.244974,1134.366,-0.002360331,1,1943,3,0.3443556,0.5276697654059851,8,2,6.38,150.66,(33497309.9998 2800934.7413999997)
20.341892,1034.4423,-0.0022892396,1,2198,3,0.46463284,0.8722216068221295,18,2,5.47,134.87,(33525292.242200002 2793729.0604999997)
22.488457,1102.6354,-0.0023639873,5,1523,4,0.4104429,0.7657918546880992,18,2,6.08,2320.65,(33504634.6475 2761089.1448)
21.029211,1104.9092,-0.0023322594,1,2121,3,0.3452937,0.6254453898841054,18,2,5.22,138.51,(33502098.7536 2785702.3527000006)
21.979303,1092.8087,-0.0022999537,2,1848,1,0.32064322,0.6464234724650887,18,2,6.62,405.81,(33532187.4603 2753758.6095000003)
22.540607,1049.8541,-0.0022078652,1,1854,5,0.45098236,0.8803603319348137,13,2,6.97,134.87,(33514109.5306 2769060.5128000006)
23.80956,1179.0929,-0.0023822554,1,900,3,0.41395712,0.7556624632302651,15,10,6.01,164.03,(33487851.7762 2799087.704500001)
22.345404,1112.9071,-0.002350938,1,2109,3,0.36504358,0.38852976246262544,8,2,7.70,125.15,(33500384.6433 2789581.120100001)
20.877512,1019.927,-0.002269387,4,1749,4,0.51353174,1.068711473824787,18,2,5.34,251.50,(33526026.6378 2787673.2368)
25.78761,1131.0325,-0.0023782635,5,1396,2,0.3490662,0.5427464560766343,18,2,7.39,1372.95,(33494136.6206 2796464.3901000004)
21.304483,1120.7183,-0.0023042387,1,2214,4,0.3744566,0.7388654105442005,13,2,7.40,147.01,(33528984.5542 2748971.1503)
19.775246,1055.8594,-0.00230866,4,1819,4,0.39694408,0.8229262703404928,18,2,4.78,55.89,(33519904.0247 2800369.8333)
24.282532,1202.6786,-0.0024132852,5,1271,3,0.45456067,0.9366339838035165,16,2,7.88,1081.35,(33486333.2504 2775938.5983000007)
23.817062,1056.409,-0.002285762,2,1740,3,0.36584252,0.7615098063975562,13,2,6.56,547.96,(33530055.5718 2763963.4441)
22.284164,1068.3728,-0.002244939,6,2067,3,0.42913678,0.8832106963477773,1,2,7.16,159.17,(33512751.5927 2765853.5419999994)
24.161852,1109.6833,-0.0023369817,5,1553,3,0.36623922,0.5583392407942315,13,2,7.41,1883.25,(33498122.281 2764873.2750000004)
24.28161,1106.7825,-0.0023610417,5,1375,5,0.3795998,0.6925132641826147,8,2,8.53,313.47,(33495460.4049 2772905.5299999993)
20.637194,1051.1844,-0.0023030366,5,1995,3,0.42468855,0.8129471712308387,1,2,5.60,251.50,(33523697.3224 2801956.5865)
22.20522,1123.8726,-0.0023551488,5,2343,4,0.33171433,0.5702021499346583,8,2,6.52,492.07,(33501926.910099998 2796128.2182)
24.34189,1079.544,-0.0023011982,7,1524,3,0.40291262,0.5800692915987615,18,2,7.75,106.92,(33503141.2387 2769127.7731)
23.19742,1009.47363,-0.0022142641,4,1661,3,0.39995936,0.8268783502090734,18,2,5.13,274.59,(33521178.6439 2770778.4672)
22.220192,1065.8606,-0.0022710932,5,1948,3,0.4037566,0.6218635586313386,13,2,7.71,1470.15,(33520055.1206 2760339.2737000007)
24.186052,1094.7078,-0.0023505164,4,1344,4,0.28414991,0.48840876953388584,8,2,4.67,277.02,(33496557.5513 2772998.7096999995)
23.557732,1049.6765,-0.0022799189,1,1675,3,0.29911476,0.5562912479262251,13,2,4.97,603.86,(33524984.3503 2762851.982000001)
25.567965,1149.7344,-0.0023832223,1,1485,3,0.35931784,0.5517906449298077,18,2,8.16,893.02,(33491002.4394 2797153.8543)
22.613438,1029.3446,-0.0022234218,4,1686,3,0.42072272,0.8452407520663968,13,2,5.29,216.27,(33518149.323200002 2767348.476399999)
24.346815,1092.3281,-0.0023340546,2,1465,3,0.33863467,0.561035054095993,18,2,8.23,75.33,(33498390.4499 2770020.7685000002)
24.033018,1111.3441,-0.002369947,5,1558,3,0.46134663,0.4757934756430299,8,2,8.21,198.04,(33497289.5359 2789095.3384000007)
23.707106,1059.3416,-0.002290598,1,1739,3,0.44033808,0.9291855874324332,13,2,5.48,268.51,(33534288.7231 2768894.3762)
22.591719,1083.2974,-0.002294506,1,1983,2,0.3733525,0.6816493375113754,1,2,7.09,178.60,(33523077.6835 2757505.3192999996)
22.763386,1122.8693,-0.002353446,5,2144,4,0.46833903,0.9457644307600435,1,10,6.77,1360.80,(33502625.6456 2757652.8062999994)
22.597424,1043.6599,-0.0022001995,1,1800,5,0.4908402,0.8075908246584991,13,2,7.21,1676.70,(33513875.828 2773305.8358999994)
22.077394,1019.3047,-0.0022562682,5,1813,3,0.3190477,0.5908728546158161,18,2,5.97,804.33,(33526907.634999998 2782362.5417)
23.756329,1048.2803,-0.0022702964,2,1697,3,0.34589446,0.569248207785346,13,2,5.74,584.41,(33527204.4001 2765419.885500001)
24.745733,1105.2021,-0.0023940844,1,1299,2,0.4331984,0.82041291275092,8,2,8.30,97.20,(33492698.7447 2782415.704)
22.449717,1085.896,-0.0022974557,6,2006,4,0.47217944,0.9167377572272505,1,2,5.17,113.00,(33524469.9012 2755666.6884000003)
26.56092,1158.3907,-0.0024152636,2,828,4,0.38444406,0.7735925204295805,15,2,6.76,868.73,(33486425.5577 2784742.0150000006)
24.614521,1127.811,-0.0023934662,2,728,1,0.5249056,1.1942378839910746,15,2,5.70,109.35,(33488350.496799998 2757286.7530000005)
22.297445,1030.1934,-0.0022664673,7,2067,4,0.42966366,0.8124106450086223,13,2,6.51,283.10,(33530127.2684 2776909.4551)
24.371881,1077.5223,-0.0023063577,1,1478,3,0.3775577,0.7279542938516455,18,2,8.56,110.56,(33502271.5935 2769529.2938)
26.004757,1110.4713,-0.0023849015,5,1184,3,0.35210693,0.6299177276355724,8,2,7.03,2126.25,(33494207.8323 2791372.9404000007)
24.176798,1133.1649,-0.0023446886,1,1834,3,0.39230472,0.7810810137844891,12,2,5.24,279.45,(33497260.9611 2754310.0677000005)
22.87043,1232.9758,-0.002422437,2,1345,2,0.62105423,1.4194957898451868,8,2,5.76,234.50,(33481861.9161 2786651.4231000002)
22.450813,1081.4048,-0.0022904323,7,1759,3,0.3962218,0.8161208401883188,13,2,4.57,127.58,(33504619.274 2777245.3970999997)
24.582638,1124.4421,-0.0023494572,1,1187,3,0.40127498,0.6675950698278214,16,2,7.93,390.01,(33493151.581100002 2758971.8912000004)
23.047573,1239.8036,-0.002429346,2,1170,3,0.47077864,1.123859225273135,8,3,7.35,287.96,(33481756.288 2784512.8642999995)
22.505716,1032.2936,-0.0022034056,4,1691,3,0.40921873,0.8407797714052455,18,2,5.19,137.29,(33516053.8229 2768963.2463000007)
26.442299,1120.2882,-0.0023871413,5,1348,3,0.34925982,0.5072976254752567,8,2,5.13,1591.65,(33493594.6832 2793484.4321)
24.408297,1139.8009,-0.0023689049,1,1503,3,0.39371112,0.7906796888271688,1,2,8.54,53.46,(33492576.8318 2767756.4004999995)
