年均温,年降水,蒸散量,母岩,DEM,坡度,坡向,地形部位,TWI,平面曲率,剖面曲率,NDVI,LAI,植被类型,土地利用,地表土壤湿度,pH,coordinates_x,coordinates_y
15.134917,999.3529,916.2446,4,2020,16.974846,6,2,5.800062,-0.0033178578766063,-0.0020636638293109,0.4283655377401147,1.4318265155437342,2,2,30.069012,7.12,34666687.9032,2832726.7926000003
14.874526,994.33374,918.51556,4,2040,21.800898,5,3,4.603437,-0.0005327630102693,-0.0006201359373384,0.3377678782700419,1.1078931529445355,4,2,30.215025,5.79,34661781.2748,2827341.0462999996
14.832894,992.085,917.4518,4,2000,19.508923,2,3,5.033162,-0.0022511924355485,0.0009873566561346,0.2190439515039452,0.6773947039300641,4,2,29.949991,4.41,34660725.077,2827541.814099999
14.730436,984.26086,914.0413,4,2072,2.7670155,6,2,6.046896,0.0009624487956791,-0.0004188232318999,0.2563928216111869,0.8075957187986244,4,2,28.471642,4.91,34656828.4023,2827911.051999999
14.967595,997.4251,919.8619,4,2059,16.629305,6,3,4.517623,-0.0004056337150407,-0.000437995999657,0.3204725956576109,1.0414698510892362,4,2,31.830048,8.48,34663878.8763,2827862.9744000006
14.82051,991.37213,917.1178,4,2017,17.243057,6,3,6.068701,0.002418003461515,0.0025789384900223,0.3227417890657239,1.0505117970006763,4,2,29.536472,4.68,34660320.6975,2827541.747199999
15.182485,1000.1817,919.4505,4,1971,17.115164,6,1,4.744403,-0.0072950830632932,-0.0048993674441018,0.2559197503205394,0.8055364685409001,4,2,28.539797,8.2,34666725.3788,2829662.6963
14.935699,992.2952,917.54486,4,1982,9.414484,3,1,6.479826,-0.0049005133015641,-0.0030221731113179,0.2754686384661933,0.8757232606727647,4,2,31.220638,7.62,34663306.1537,2830093.3828
14.833929,989.31366,915.39465,4,2028,7.1613846,4,2,6.3183684,0.0016703991002823,-0.0003742004673336,0.220557900046931,0.6611458919668721,4,2,29.067846,8.14,34661165.877399996,2830492.0448000003
14.868019,989.8251,915.54944,4,2007,7.150645,4,2,5.3163867,-0.0012178431980437,0.0012603711358723,0.2447331196742805,0.7674444269815468,2,2,29.741486,7.73,34661921.3936,2830899.7431000005
15.038461,995.96674,917.5864,4,1985,12.885971,8,2,5.527184,-0.0041759977508636,-0.0046471237351542,0.3299832965286085,1.0740919418900845,4,2,29.366459,8.08,34665058.261,2830779.1514
14.662797,962.76166,903.0321,2,2143,9.869801,1,3,4.601327,0.0003022150639847,-0.0005209475917771,0.2817329545788501,0.9027522723105558,4,2,31.958609,4.69,34644413.1356,2828218.4712000005
14.599008,963.841,903.6619,1,2121,11.883978,3,2,6.2189784,-0.0003184231458791,0.0013919992473142,0.3654100871522017,1.2018067146723488,4,2,27.973896,5.17,34645387.4133,2828959.0983000007
14.729228,958.8412,902.4369,2,2171,10.531301,1,3,5.8557916,0.0020125174465392,0.0004327672645812,0.3485125286301803,1.1407169628754827,4,2,28.60096,4.49,34643781.8886,2829644.5065
14.5594225,967.44183,904.50903,1,2137,4.233925,4,3,8.810626,-0.0007715426210732,-0.0007715402536265,0.2668397952424776,0.8478343193334814,4,10,29.251263,5.57,34646487.614199996,2828470.7293999996
14.576113,966.0082,904.307,1,2162,12.6723585,5,3,5.2068996,0.0019487989502918,0.000842451327454,0.3959766440301045,1.3152817959449794,4,2,28.74223,4.98,34646298.7649,2829004.0177999996
14.706603,981.40967,912.53204,4,2061,8.167971,5,2,5.5798645,-0.005456311306036,-0.0023939129444872,0.3602410641212163,1.1833227476631056,4,2,28.034657,7.31,34655008.8349,2827197.1637999993
14.724466,983.8719,913.89355,4,2058,6.735381,6,3,5.242177,0.0017976175858649,0.0005253278677653,0.3270386294592637,1.0658023374449297,4,2,27.290913,5.16,34656550.2058,2827644.2140999995
14.822724,955.1856,901.481,2,2162,1.3844564,6,1,6.2326775,-0.0042163520763585,-0.0020673474050106,0.3541418386810273,1.158936413964771,1,2,28.768848,5.19,34642532.8523,2830223.9639999997
14.92234,993.0422,917.9261,4,1978,6.8862724,2,3,5.270553,-0.0026093342803718,-0.000790106340785,0.3366076306549684,1.0998464077096768,4,2,30.534657,7.99,34662974.2796,2829272.7728000004
15.109518,998.1878,918.33276,4,1944,5.0597625,2,3,7.252788,0.0017575464450469,0.0021578446037281,0.2383409760460873,0.7435151654078107,4,2,28.418962,8.5,34665982.9514,2830495.221000001
14.831066,964.7139,902.612,2,2054,4.501283,8,3,7.27115,-0.0013676859016348,-0.0022929496986197,0.3653587290553199,1.200860939738483,4,2,25.971691,5.2,34643893.9476,2825806.6832
14.836802,971.9115,903.8639,4,2033,7.448521,3,3,5.8272123,-0.0022660154556069,-0.0009139011391741,0.2937896946389641,0.9421380218166264,1,2,27.275623,4.49,34646223.5961,2824299.3856000006
14.769047,988.32806,915.9009,4,2088,9.570617,5,2,5.9673634,-0.0001664666619413,-0.0025209364706445,0.2669764455496652,0.8443664520630282,4,2,28.856453,8.19,34658393.7273,2826554.035
14.751606,965.33325,902.95825,2,2090,5.9114747,7,3,9.091418,0.0002148505649482,4.768896546428603e-05,0.2429971198558344,0.7614710357955903,4,2,25.725851,5.14,34644376.985,2826371.1458
14.698916,964.9696,903.1065,2,2086,5.640796,3,3,5.8557916,0.0004932196723818,0.0001349671474583,0.2754654459695049,0.8774456515607203,4,2,25.779457,5.08,34644513.6171,2826953.2994999997
14.76776,988.4256,915.9293,1,2063,8.614347,1,3,5.4083486,0.0030764087700602,0.0029476167770223,0.2360929906315177,0.7247015765475515,4,2,27.057175,4.91,34657805.1744,2824059.2860000003
14.995711,1002.48804,922.3872,4,2093,15.043313,7,3,9.960838,0.0003173239762173,-0.000377204201234,0.3566156216031566,1.1722353189602197,1,2,29.527912,4.86,34664465.655,2824963.396400001
14.891847,998.59076,920.6433,4,2096,7.3886123,1,5,6.266579,0.0028619081739611,0.0022758905557758,0.3706987177860906,1.2236368321076847,1,1,28.207033,7.49,34662456.6759,2825023.8214
15.171932,1005.44604,922.9674,4,2089,8.2891,3,4,6.612559,0.0002783998500545,0.00027839984882,0.4477174479234895,1.5029005862334568,1,2,28.38332,6.07,34666692.7757,2825632.3192
15.333853,1007.17865,922.8107,4,2113,19.694002,3,2,5.013683,-0.0046205953558949,-0.0023531631475287,0.2978682099886136,0.9558979962258504,1,2,28.07579,7.83,34668238.3404,2825927.4373000003
14.73976,985.3818,914.53564,4,2068,11.753873,4,3,6.173786,0.0023542512699791,-0.0010522842891212,0.3498351229873612,1.1461948926421168,4,2,29.650513,7.89,34656785.265200004,2826019.3632999994
14.875912,962.8899,902.24646,2,2117,6.3128796,2,3,7.445619,-0.0006203274713044,0.0008512088459093,0.4123017635976435,1.3736693866473402,4,2,26.806442,4.63,34643241.2414,2825902.3575
14.797923,991.3801,917.2944,1,2064,2.9635634,3,3,6.3728285,-0.0010642601467469,0.0017431688118087,0.1818385901659029,0.5316064730899562,4,2,29.25499,4.47,34659162.614,2824256.204500001
15.005929,1002.6515,922.4097,4,2088,11.038611,3,3,6.448069,0.0002149258414822,0.0006056984006434,0.3049999413369152,0.984401974645864,1,2,29.515093,4.78,34664610.5578,2825094.6383999996
15.135046,969.819,902.94934,3,2037,11.158329,5,1,5.104931,-0.0067192937742797,-0.0017080964691651,0.5069522980159558,1.716153414221728,1,2,26.797966,5.5,34647436.0015,2819969.9470000006
15.012969,973.0784,905.35095,4,2026,15.666872,2,2,5.3515983,-0.0043148646547393,-0.0010279327001006,0.4020320849430727,1.3356492385515073,4,2,26.4694,7.23,34649464.9379,2820435.001
14.77216,992.76526,918.04913,1,2096,2.7802885,7,1,6.0071397,-0.0055425790797825,-0.0041759975841978,0.3411369779817949,1.1163773734232538,1,2,28.040623,6.73,34659318.154699996,2820591.0656000003
14.769538,991.30695,916.42163,1,2111,5.640694,7,2,7.4351096,-3.761315313496232e-05,0.0014489303811309,0.2593068355821484,0.8230403172525835,1,2,26.411346,7.54,34658400.9803,2819758.3684
15.330421,957.5215,903.1594,1,1971,7.668178,6,3,5.480639,0.0012146908256139,-0.0019559214389362,0.3958693214000301,1.3148360338064542,4,1,28.108614,5.06,34638543.5255,2820432.7761000004
14.927101,1004.3528,927.67377,4,2074,4.1027117,5,3,6.0071397,-6.323169662944116e-05,-0.0003416315404321,0.1664059114422717,0.423290120575509,1,2,29.46319,4.95,34666314.5913,2820429.3402999993
15.114322,969.32623,902.7018,4,1982,11.195672,5,3,6.262287,0.0019487989503189,-0.0003389194497855,0.2947094276138209,0.9329218416379134,1,2,30.947561,5.58,34646356.9565,2820894.7271
14.930314,975.2083,906.7866,4,2041,10.146595,3,3,5.0598555,0.0014552906990907,0.001659365180775,0.3602867166248036,1.185492211949353,4,2,28.358704,7.81,34650414.7136,2821397.7503999993
15.026112,1006.25903,927.7587,4,2067,4.2056756,1,3,7.0168257,0.0005821685993766,-0.0008055331357644,0.2394334589104754,0.7428085212037258,1,2,26.426506,5.06,34667469.391,2820938.109099999
14.826395,979.4481,910.79004,4,2039,6.464861,3,2,5.9586167,-0.0025437710038155,-0.0008351995440394,0.2388587671756805,0.7337669759666017,1,2,25.686762,4.98,34653824.1082,2821901.5780999996
15.153773,1006.80493,927.53436,4,2059,6.464861,3,1,6.1541758,-0.0022904795216411,-0.0019487989360999,0.1905120566306653,0.5189677071919947,1,2,26.959906,7.56,34668736.166,2821418.3862999994
14.791693,984.6509,913.6012,3,2041,7.653417,3,2,5.886104,-0.000405001139794,-0.0007421917435656,0.2570370722817212,0.8119601275152678,1,2,28.635185,4.68,34656018.452700004,2821629.8385000005
14.813838,981.13196,911.786,4,2019,7.1580586,2,3,7.8225055,0.000746752220246,0.0006786291164333,0.2409282517542485,0.7279806311615413,1,2,27.484543,4.64,34654590.0215,2821961.269099999
14.867904,976.4008,907.76227,1,2038,5.206609,5,2,5.886104,-0.0032273391019124,-0.0021273163108249,0.3026712022048983,0.9770644095773212,1,2,28.44403,5.16,34650997.7955,2822224.3737000003
14.858034,977.0833,908.5063,4,2013,8.248196,4,3,6.2730117,0.0035058248231927,-2.280720151720319e-05,0.2919502552982266,0.9291076519992384,1,1,27.70541,5.81,34651607.4555,2822503.6984
14.817541,995.05,919.3232,3,2102,10.224607,4,3,6.046896,-2.489059247189388e-05,0.0011781050088175,0.2601379613084741,0.8231791440140593,4,2,26.630816,5.1,34660617.1753,2823177.1372999996
14.824044,978.3621,909.81244,1,2022,5.5512667,4,3,5.638756,-0.0019487989503279,-0.0007826504127854,0.2722621341426596,0.8670444013281422,1,2,28.499598,4.89,34652658.4713,2822969.8266000003
14.868513,976.6442,908.40137,4,2007,11.131381,4,3,5.069039,0.0004050287313438,0.0012145543497598,0.2152766280889155,0.6452585762404301,4,1,28.057842,6.08,34651694.6335,2821851.7784
14.771451,985.7011,914.33026,4,2034,4.2335114,2,3,6.390033,-0.0022656625124473,-0.001350366968529,0.2077744215742759,0.5831454310789346,4,1,28.13938,5.45,34656437.967199996,2823018.4870999996
15.057958,972.01276,904.4505,4,1996,7.154687,1,3,5.64335,0.0001264756465537,0.0006832753425812,0.2632205235469731,0.8258520968206725,4,2,26.916697,6.4,34648623.4937,2820318.5102999993
15.295967,965.5774,901.1715,4,2011,11.038563,3,4,7.0636935,0.0006830120801422,-0.0001071044255841,0.3751126052519077,1.2379898461257244,1,2,26.2555,5.43,34646925.5313,2817757.6477000006
15.042394,971.68176,904.9359,3,2035,17.255016,7,2,4.680833,0.0013288685845177,0.0012286781595617,0.3161434059154943,1.0258068426022575,4,2,26.183956,7.12,34650082.7492,2818261.204
15.014613,972.36725,905.4934,3,2037,14.520768,7,2,6.8731446,-0.0025687384962604,-0.0022271987973115,0.265887289722926,0.8409160020472982,4,2,27.612509,4.82,34650502.9987,2818434.3605000004
14.767938,999.8042,926.8168,3,2093,8.365354,5,2,7.499383,0.0010620531261176,0.0015918587580945,0.3204475318024171,1.0457654436382235,1,2,29.454222,6.27,34664483.179,2818918.0122999996
14.78386,986.242,913.83154,1,2083,4.950451,6,3,5.700322,0.0018599334178462,0.0006788196344142,0.2981298482301405,0.9559589290389426,1,2,27.399698,5.14,34656726.3441,2819251.7498000003
14.982378,973.42285,906.34503,3,2033,14.529951,4,3,4.764421,-0.0027839985005457,-0.0002896514972739,0.2531049560256953,0.7971832385670586,4,2,27.600512,7.11,34651075.6643,2818769.5655000005
15.132127,969.88104,903.39545,3,1976,5.5507317,6,2,6.500749,0.0001263102957809,0.0003533793818589,0.2319161283953305,0.6780279020678367,4,2,24.978453,6.47,34648589.9635,2818716.8322
15.256138,966.2198,901.50604,3,1981,7.156977,2,2,8.167538,0.0006831497890947,0.0004217561208278,0.3286929518191429,1.0677702315854931,1,2,27.280304,4.99,34646059.7105,2819065.855799999
15.351623,956.8037,900.8651,3,1953,5.547545,3,2,6.38323,0.0002153318902877,0.0005567996945535,0.2978378414056618,0.9579186855234628,4,2,24.6435,5.52,34643066.058,2816940.381100001
14.6350565,997.2067,925.44916,3,2083,1.3836344,2,3,6.38323,0.0004307707719976,-0.0004893406858954,0.3489210626830682,1.1448486436013552,1,2,27.990723,4.53,34664512.1501,2816166.2123000007
14.944907,973.59784,905.6208,1,2016,9.223243,8,3,6.3900332,-0.001213414701837,-0.0019259948239925,0.2949547523246257,0.9439231225597496,4,2,26.135784,5.48,34651599.9108,2816445.7182
15.333629,954.3757,901.74744,3,1946,3.2146301,1,3,7.9633284,0.0014918512338123,0.0011514901275431,0.2509389746693403,0.7723853327848935,4,2,26.001524,5.21,34641788.9011,2816427.0453999992
15.322506,956.5094,904.07983,3,1952,11.925796,3,3,6.396544,0.0007721208875026,0.0008423313581735,0.2452576273140044,0.7646442624177162,4,2,27.744284,4.56,34638602.8247,2817114.9362000003
15.325103,964.4774,900.6727,3,2005,8.364538,1,3,7.659306,0.0001261695583026,-3.939926090418634e-05,0.3541212899856782,1.1632108271681827,1,2,25.250689,4.74,34646774.1658,2817294.2566
14.847807,978.7518,909.41077,2,2005,6.409592,5,5,6.1014957,0.0008091755186411,0.0005255397349583,0.3007843989688596,0.968864224541856,3,2,28.828194,6.4,34654152.822,2817585.6128000002
14.7093315,995.53894,922.6068,3,2079,6.4097266,1,3,8.977146,0.0006199104787872,-0.0003003203648415,0.2361731768001038,0.734817843744707,1,2,27.163998,4.53,34662454.8626,2818000.4189999998
14.714885,998.06744,925.8914,3,2106,7.149382,8,2,6.494614,0.0008983103288582,0.0002783101426101,0.4480410370180663,1.5011712054484336,1,4,27.635382,7.98,34663966.8727,2818021.5496999994
15.350224,962.5219,900.5657,3,2012,17.876966,2,2,4.838631,-0.0061620425299876,-0.0031125065213928,0.2696362198224992,0.8469886971021983,1,2,26.710108,4.66,34644924.0957,2818184.5241
14.733844,996.9754,924.0443,3,2081,8.24686,8,2,5.343509,-0.0046179980928704,-0.0029308515622327,0.2756721920873405,0.8770583509478378,1,2,26.476995,5.85,34663052.3569,2818617.4177
14.834217,980.5993,911.2765,1,2071,8.2470255,6,4,7.787516,0.005352766072971,0.0015181802053409,0.2642474256915733,0.8377875803699383,3,2,29.159513,4.64,34654920.2309,2819043.9220000003
15.28251,964.91956,901.2349,3,1980,10.326313,1,3,7.003971,0.0010878936055049,0.0015300593324783,0.3990484585042808,1.324732713010379,1,2,30.197184,4.71,34645283.568,2819045.3488999996
14.77643,986.1688,913.69745,2,2082,0.92740995,3,3,7.0373964,-0.0014293445339675,0.0002783997500546,0.4333752930166882,1.4358790601960467,3,2,28.19135,7.28,34656800.2604,2818671.3225999996
14.635939,1000.30725,920.14954,3,2055,6.1373296,5,1,5.5139465,-0.0060976853978265,-0.0013648879357694,0.1355865586576693,0.2813202146739451,2,2,25.327417,4.72,34672249.7146,2812481.2847000007
15.140416,951.08716,900.6558,2,1936,15.392523,4,3,5.313197,-0.0004040715719439,-0.0001768790080661,0.2937202623022663,0.944679909009599,2,2,26.217812,4.7,34644331.7197,2812402.4360000007
15.154238,952.98126,900.5298,1,1957,12.433759,1,3,5.020276,0.0004669714920108,0.0008146367830396,0.3437377140129464,1.1256430492988396,2,2,26.7638,4.92,34645008.1121,2812877.542199999
15.031915,963.6152,901.2474,1,1962,2.7653553,8,4,13.588958,0.0031972629429022,-0.0012491530044973,0.3268593220274371,1.0621949108774815,1,4,26.93746,5.15,34648204.4906,2813300.2929
15.006384,969.10913,902.7898,2,1993,4.6273675,3,3,8.024845,0.0017333555184982,0.0013919992302746,0.2875396616087002,0.9234586780148358,1,2,27.761593,5.7,34649819.5996,2814830.8674999997
14.955174,969.91205,903.1209,1,1999,7.448418,3,3,6.019681,-0.0018325338581579,0.0005014215927502,0.2789938009175552,0.8878757616227192,1,2,27.270052,4.24,34650237.8767,2814381.3784999996
15.251204,949.9493,902.5351,3,1934,7.665399,4,2,6.173786,-0.0032509699926555,-0.0011627850464751,0.1982687357289969,0.4925978264970914,2,2,23.854055,4.69,34640434.8506,2812793.9476999994
15.181978,950.3303,900.68365,2,1977,17.76318,3,3,4.8866324,-0.0042747411849734,-0.0025442499237227,0.3484719889905842,1.1422364718398557,2,2,27.065199,5.47,34644012.8924,2812852.057600001
15.271855,949.8759,902.0148,3,1934,10.519908,1,3,6.754172,0.0025417366295326,0.0021138002845856,0.4058247966711313,1.3519623997146086,2,2,25.549318,4.13,34641318.6677,2813788.0594999995
14.560535,995.14716,921.2739,3,2093,10.096576,7,3,6.577034,0.0007722660347541,0.0011135993969125,0.3228742633026697,1.0524193196930482,1,2,29.467697,5.75,34664702.0272,2814574.0459000003
15.309668,955.7158,905.2174,3,1964,6.30959,2,3,6.9121256,-0.0017333799544751,0.0004690578142605,0.287642600499663,0.9226142652209838,1,2,27.924442,8.19,34637613.5302,2815171.8260999992
15.028434,968.9888,902.8088,1,2002,8.879489,4,3,5.538282,-0.0004938280102877,-0.0012011726685246,0.3175092170130784,1.0307483471533174,1,2,26.256811,4.41,34649716.7851,2815132.0656000003
14.467127,978.3953,902.5764,1,2086,4.143487,2,1,7.953687,-0.0020742390125165,-0.0016143560303614,0.2183884090207809,0.626983594902545,4,2,29.999235,5.53,34656229.4608,2810294.225299999
15.077646,949.68774,901.1032,1,1968,4.232623,8,5,8.307144,0.0030977967037839,0.0014655854016333,0.2857205431010148,0.9157369249394716,1,2,26.000467,5.43,34643321.9032,2810901.2444
14.33963,979.7881,900.7415,2,2091,4.496362,2,3,6.651764,-0.0006194177391567,-0.0012552456732751,0.337663871563608,1.1034371474150526,4,2,28.293913,5.09,34663475.1259,2808349.846999999
14.943986,949.7311,901.0754,2,2014,3.0766375,5,2,5.843015,-0.0006820631658091,-0.000682063143585,0.2717600544574221,0.8583123747779098,4,2,26.468939,6.11,34643036.064500004,2808433.8435999993
14.9964485,949.76013,901.0394,1,2001,1.0265079,5,1,6.9258246,-0.0022898868516594,-0.0003410878012775,0.299325975713874,0.9472725065260784,4,2,25.558268,4.78,34643173.8576,2809512.3233000003
15.0151005,950.3063,900.9934,1,1987,4.738906,7,4,6.421846,0.0029094507479865,0.0022850893681323,0.278637388843396,0.8857818865382706,4,2,25.289032,5.03,34643730.3098,2810244.5430999994
14.403517,985.8505,907.82697,1,2119,6.728241,2,3,5.638756,-0.0024781154814136,-0.000628319302302,0.3943976337150986,1.3122266820651518,4,2,25.738255,4.85,34664157.5635,2810544.986199999
14.430954,988.0614,910.38635,3,2107,4.497175,2,3,6.046896,-0.0002783998500347,0.0001840598770783,0.1701283980439722,0.4673494774659772,4,2,26.530483,5.11,34664383.2785,2811294.6067999993
15.269764,953.32855,902.9426,3,1928,2.9631534,3,3,5.350312,0.0013919992502908,0.0018489015250611,0.2091841472379184,0.6032027514508127,2,2,27.25916,4.59,34637493.5277,2808613.3494000006
15.339987,970.51324,915.6691,3,1994,6.8841357,8,4,7.8846946,0.0034730982165689,0.0025534295442382,0.2885483845900865,0.912863722727325,1,2,28.793121,4.69,34630669.8327,2808561.6224000007
15.099366,948.8744,901.4979,1,1960,5.058486,4,4,12.423935,-0.0017681732369553,0.0014943957360567,0.2750596800520835,0.856260701949513,1,2,26.91787,4.75,34641369.4161,2809637.7567
14.401469,998.4422,909.53564,2,2110,4.143367,6,3,9.522304,0.0009329006015288,-0.00029338233862,0.4051714062919798,1.3484015997258385,2,2,25.9315,4.74,34669548.717,2809743.446799999
14.563446,1000.7968,916.9308,1,2018,6.334596,2,2,6.020044,0.0030077611119118,0.0011143623476266,0.2335735146156575,0.7049207571715168,2,2,25.972355,4.7,34672179.3525,2811467.812999999
14.476661,1000.18005,914.15485,1,2065,4.2026973,1,2,7.3548355,-0.0015174941528432,-0.0004248238202923,0.3016177370929934,0.9709877728288284,2,2,26.78391,4.92,34670333.5498,2810974.7729
14.910156,960.7017,900.86096,2,2006,15.59964,8,2,5.965081,-0.0014547847988089,0.0002529913883018,0.298414395994431,0.9639230639392496,3,2,26.650238,5.28,34647828.7659,2811472.125600001
14.460356,996.1037,913.12115,2,2136,7.6609797,5,3,5.7134233,0.0030978347996556,0.0022875066591832,0.2080362444024539,0.5889609412009978,1,2,29.163965,5.12,34667379.5491,2811364.3421
15.128609,949.5427,900.9053,2,1986,7.636925,4,3,7.083942,-0.0019216083652857,-0.0002307439110763,0.2364448504321276,0.7228656050371495,2,2,24.535427,4.5,34643302.4639,2811741.4901
14.977749,955.9809,900.66,1,1968,6.464861,7,5,6.864716,0.0022899767282027,0.0019487989360962,0.3068305969767102,0.9921130998617376,2,2,27.24973,5.15,34646230.0007,2811310.3879000004
15.282771,952.88763,904.22784,3,1917,3.8436592,3,3,8.38152,0.0002155883864608,0.0004929062140534,0.1894261847228456,0.537060967257079,2,10,24.68874,4.55,34638115.5074,2811863.003799999
15.356578,966.93494,913.3012,2,1967,3.8436334,3,3,10.436867,-0.0007450420539331,0.0001857903464032,0.3475001909402067,1.133243620637991,1,2,27.460758,5.84,34631928.4957,2810548.9662999995
14.43347,1000.3902,911.91833,2,2051,4.1434298,4,3,6.7720823,-0.0015801090852319,-0.0011202383153948,0.3583209649195301,1.16413149629025,2,2,27.609737,5.09,34670919.239,2810138.9893999994
14.400602,982.6827,906.8019,2,2065,9.560242,1,3,7.6746087,0.0005567997000641,0.000461390339632,0.3161698205738695,1.023057765343042,4,2,28.003578,4.55,34662583.4229,2810541.1624
14.425292,980.7966,905.18835,2,2060,11.273276,6,3,7.252788,0.0022899203546632,0.0028613293918423,0.2537521304677065,0.8000752080321618,4,2,27.563421,5.09,34660827.1324,2810386.6611
14.627281,976.2824,902.7867,2,2049,5.819228,2,4,9.457276,0.0035646217726665,0.0027059532556792,0.2319576720203199,0.7212228573695173,1,2,31.788094,4.82,34653454.2369,2811396.1571999993
14.756632,950.8483,900.91345,2,2050,6.334119,4,2,5.6237397,-0.0020456967039685,-0.0004795134764315,0.2133943418132217,0.605758005552312,4,2,25.568024,5.13,34644334.8066,2806815.9891999997
14.996816,948.8379,901.0117,1,1970,5.817821,6,2,6.44615,-0.0014545625345449,-0.0010328635045822,0.1872869468389069,0.4910236121870233,4,2,26.253847,4.74,34641435.3602,2807047.2852
14.949203,948.82,900.97125,2,1977,10.536565,3,3,7.414474,-0.0011761642049476,-0.0009643863760817,0.224345247965345,0.5996590591524713,4,2,27.311514,4.62,34642084.5201,2807117.4693
14.810803,951.00806,900.9313,2,2019,2.251579,4,3,10.643284,0.0004035872490822,0.0007504019582394,0.2537078755703106,0.8007894509342166,4,2,26.301828,5.34,34644273.6905,2807664.5325000007
14.999986,949.10785,901.0668,1,1974,6.3074126,6,3,5.925085,0.0029439355738399,0.0017590013140338,0.277051649018697,0.8671090239678593,4,2,26.38426,4.88,34641975.7256,2808140.9641999993
14.252467,973.5467,894.52496,6,2079,2.764401,2,4,12.889599,0.0002159490146764,-0.000550240131797,0.2716871986054628,0.8576330217516297,4,2,25.395193,6.54,34660712.945,2805069.566299999
14.80853,982.1222,911.8986,1,2083,9.212164,5,3,6.8294826,0.0006199625001161,0.0002796851611119,0.3619507618824626,1.1908771464498638,3,2,28.31972,5.13,34655392.189899996,2818911.9365
14.694763,997.2116,925.04443,3,2080,10.325139,5,2,5.754922,-0.0053006155149576,-0.0028310028214856,0.2055009137266347,0.6003201307219219,1,2,27.803255,6.48,34663642.004,2817631.0780999996
14.954745,973.1548,905.31683,1,2039,11.698672,7,3,6.617908,0.0058306038584619,0.0007557442916963,0.3798656898626946,1.2534198397910608,4,2,26.255127,5.0,34651374.5854,2816336.7875999995
15.24606,948.7458,901.09424,3,1980,8.940974,6,3,4.8213935,-0.0121959443484628,-0.0029462490801761,0.2178968122824034,0.6626073351792224,2,2,28.656696,5.4,34643076.5217,2813553.1018000003
15.308732,952.91907,903.5308,3,1943,8.941715,6,3,5.2024207,-0.001948798950472,0.0001324465188831,0.2808938025396455,0.8958945179709216,1,2,29.445456,5.77,34639344.7574,2814874.2503999993
14.622,979.5882,905.11786,2,2074,11.125037,6,3,6.2488747,-0.0020473959660877,-0.0005443724187715,0.2292500054704681,0.6451970084926281,3,2,26.148996,6.24,34655128.6465,2812472.3188000005
14.520445,986.1122,911.25006,6,2046,1.0267701,5,4,6.794643,0.0004939363842928,-0.0003412630658708,0.1890067115830606,0.5544308704114204,4,2,28.17024,4.51,34660356.0923,2813121.306500001
14.61758,981.2417,906.3842,2,2064,2.9632611,7,5,11.233353,0.0044004068020113,0.0015971833328066,0.3400700977607559,1.112994854182629,3,2,26.993279,5.03,34656037.2547,2812860.3869000003
14.476095,984.92847,910.0201,1,2071,2.252168,4,2,6.9258246,-0.0011764078145932,3.756532783097171e-05,0.2300411684273728,0.6998273608237655,4,2,27.596897,4.78,34661518.2558,2812073.5604999997
15.002121,966.2805,901.9172,1,2011,4.144084,4,3,6.7238336,0.0009609994201862,-0.0007256120164217,0.2744187090060494,0.8748468891838869,1,2,26.570625,5.16,34649000.6887,2813695.1152
15.108614,953.3468,900.57263,1,1937,7.6616316,1,3,5.016749,0.0055409344948196,0.0009011572890393,0.3590375245843704,1.1719436453143577,2,2,26.253893,4.78,34645177.4577,2812371.4727
15.272201,952.1296,903.8344,3,1926,7.4483986,3,1,6.179373,-0.0041489535452427,-0.0028410379718126,0.2212009327591633,0.6088992868314224,1,2,24.613468,4.56,34638649.1694,2812426.8894999996
14.95275,972.5036,904.6907,2,2034,13.596803,1,2,4.8473215,-0.0005567997002351,0.0001191273409656,0.3211838321296896,1.043488274800924,1,2,26.83582,4.89,34651139.3026,2815682.5252
15.296474,953.6871,904.7651,3,1903,5.442717,1,4,8.188689,0.0009609078767156,0.0010298639463773,0.2027949092103683,0.5422636590154021,4,2,27.178059,4.66,34637823.6181,2812720.451300001
14.669736,981.9625,907.72797,1,2063,4.14411,8,4,7.6329145,0.0007093844185366,-0.0003639321548977,0.2343843010102065,0.7254988050435104,3,2,28.603668,5.92,34655896.4901,2813931.5253999997
15.165095,949.3363,901.9744,3,1978,5.5495014,4,3,5.447329,0.0070020031650071,0.0021548542540534,0.2339687772441553,0.7272476081134679,1,2,27.132286,4.87,34639643.1731,2808864.1593999993
14.966258,951.04785,900.8987,2,2001,3.4538653,8,3,6.9258246,-0.0015174118983873,-0.0010757212838344,0.2510104778593781,0.7838151348374705,4,2,25.584373,5.09,34644257.1017,2809899.645300001
15.306718,956.5329,905.4608,3,1923,1.3833467,8,4,7.3839703,-6.275659316623029e-05,0.0008570404675551,0.2236310304900209,0.6481475158436395,4,2,24.55341,5.84,34636461.4187,2810801.2290000003
14.325756,989.4841,901.5094,2,2124,7.4483523,7,3,6.1363354,0.0006820205645832,-0.0001544950943404,0.28620228080553,0.9148359523841444,4,2,29.063461,5.15,34666596.3443,2808263.3411
14.356845,983.429,903.41956,2,2109,6.777548,7,3,8.255033,-0.0006821088210073,-0.000239183922665,0.3981770588763175,1.3237516924770414,4,2,26.24934,4.72,34664400.019600004,2809111.349300001
